User,Time,Value
u19,1366848000,3.0
u19,1366934400,2.0
u19,1367107200,3.0
u19,1367193600,4.0
u19,1367366400,3.0
u19,1367452800,3.0
u19,1367539200,2.0
u19,1367712000,2.0
u19,1367798400,2.0
u19,1367884800,4.0
u19,1367971200,3.0
u19,1368057600,3.0
u19,1368316800,0.0
u19,1368403200,3.0
u19,1368489600,2.0
u19,1368576000,1.0
u19,1368662400,4.0
u19,1368748800,4.0
u19,1368921600,0.0
u19,1369008000,1.0
u19,1369094400,2.0
u19,1369180800,0.0
u19,1369267200,3.5
u19,1369353600,1.0
u19,1369440000,3.0
u19,1369526400,3.0
u19,1369785600,0.0
u19,1369958400,1.0
u19,1370044800,0.0
u20,1364342400,0.0
u20,1364515200,2.0
u20,1364947200,2.0
u20,1365033600,2.0
u20,1365206400,2.0
u20,1365292800,2.0
u20,1365638400,3.0
u22,1364342400,2.0
u22,1364428800,1.0
u22,1364515200,2.0
u22,1364601600,4.0
u22,1364688000,2.0
u22,1364774400,2.0
u22,1364860800,1.0
u22,1364947200,0.0
u22,1365033600,2.0
u22,1365120000,2.0
u22,1365292800,0.5
u22,1365379200,1.0
u22,1365465600,0.0
u22,1365552000,1.0
u22,1365638400,0.0
u22,1365724800,2.0
u22,1365811200,3.0
u22,1365897600,2.0
u22,1365984000,2.0
u22,1366070400,2.0
u22,1366156800,2.0
u22,1366243200,2.0
u22,1366416000,2.0
u22,1366675200,0.0
u22,1367798400,0.0
u22,1367884800,0.0
u22,1368316800,0.0
u22,1368576000,2.0
u22,1369267200,0.0
u23,1364342400,2.0
u23,1364428800,2.0
u23,1364515200,2.0
u23,1364601600,2.0
u23,1364688000,0.0
u23,1364774400,2.0
u23,1364860800,2.0
u23,1364947200,2.0
u23,1365033600,2.0
u23,1365120000,2.0
u23,1365206400,1.0
u23,1365292800,1.0
u23,1365379200,2.0
u23,1365465600,2.0
u23,1365552000,2.0
u23,1365724800,2.0
u23,1365811200,2.0
u23,1365897600,2.0
u23,1366156800,2.0
u23,1366243200,2.0
u23,1366416000,2.0
u23,1366934400,2.0
u23,1367280000,2.0
u23,1367366400,2.0
u24,1364342400,2.0
u24,1364428800,3.0
u24,1364515200,2.0
u24,1364601600,2.5
u24,1364688000,2.0
u24,1364774400,1.5
u24,1365120000,1.0
u24,1365206400,2.0
u24,1365292800,3.0
u24,1365379200,2.0
u24,1365465600,3.0
u24,1365724800,2.0
u24,1365811200,2.5
u24,1365897600,3.0
u24,1365984000,2.0
u24,1366156800,3.0
u24,1367193600,3.0
u24,1368403200,2.0
u24,1368576000,3.0
u24,1368748800,4.0
u24,1368835200,2.0
u24,1369008000,3.0
u24,1369180800,3.0
u25,1364342400,0.0
u25,1364428800,2.0
u25,1364515200,1.0
u25,1364601600,0.0
u25,1364774400,2.0
u25,1364860800,2.0
u25,1364947200,0.0
u25,1365033600,0.0
u25,1365120000,1.0
u25,1365206400,0.0
u25,1365379200,3.0
u25,1365465600,0.0
u25,1365724800,4.0
u25,1365984000,4.0
u25,1366070400,0.0
u25,1366243200,2.0
u27,1364428800,2.5
u27,1364515200,3.0
u27,1364601600,2.0
u27,1364860800,2.0
u27,1364947200,2.0
u27,1365033600,2.0
u27,1365120000,2.0
u27,1365379200,4.0
u27,1365552000,4.0
u27,1365897600,3.0
u27,1365984000,2.0
u27,1366070400,2.0
u27,1366156800,3.0
u27,1366243200,4.0
u27,1366848000,0.0
u27,1366934400,2.0
u27,1367107200,3.0
u27,1367884800,2.0
u27,1367971200,0.0
u30,1364428800,1.0
u30,1364515200,2.0
u30,1364688000,1.0
u30,1364947200,0.0
u30,1365206400,1.0
u30,1365292800,3.0
u30,1365552000,0.5
u30,1365638400,0.0
u30,1365811200,0.0
u30,1365897600,0.0
u30,1366070400,0.0
u30,1366156800,2.0
u30,1366243200,3.5
u30,1366416000,2.0
u30,1366588800,0.0
u30,1366848000,0.0
u30,1366934400,2.0
u30,1367193600,2.0
u30,1367539200,0.0
u31,1364428800,0.0
u31,1364515200,1.0
u31,1364601600,4.0
u31,1364860800,0.0
u31,1365033600,1.0
u31,1365120000,2.0
u31,1365724800,0.0
u31,1365897600,2.0
u31,1365984000,2.0
u31,1366070400,2.0
u31,1366156800,2.0
u32,1364601600,0.0
u32,1364688000,0.0
u32,1364774400,2.0
u32,1364860800,2.0
u32,1364947200,2.0
u32,1365033600,1.0
u32,1365120000,2.0
u32,1365206400,0.0
u32,1365292800,0.0
u32,1365379200,0.0
u32,1365465600,0.0
u32,1365552000,0.0
u32,1365638400,2.0
u32,1365724800,0.0
u32,1365811200,0.0
u32,1365897600,2.0
u32,1365984000,2.0
u32,1366070400,2.0
u32,1366156800,1.0
u32,1366243200,0.0
u32,1366416000,0.0
u32,1366502400,2.0
u32,1366588800,0.0
u32,1366675200,0.0
u32,1366761600,0.0
u32,1366934400,2.0
u32,1367107200,2.0
u32,1367193600,2.0
u32,1367280000,0.0
u32,1367712000,2.0
u32,1367798400,2.0
u32,1367884800,2.0
u32,1367971200,2.0
u32,1368144000,2.0
u32,1368489600,2.0
u32,1368835200,1.0
u32,1369180800,2.0
u32,1369353600,2.0
u32,1369612800,0.0
u33,1364428800,0.0
u33,1364515200,2.0
u33,1364601600,2.0
u33,1364688000,0.0
u33,1364774400,3.0
u33,1364860800,3.0
u33,1364947200,3.0
u33,1365033600,3.0
u33,1365120000,1.0
u33,1365206400,2.0
u33,1365292800,0.0
u33,1365379200,0.0
u33,1365465600,0.0
u33,1365552000,1.0
u33,1365638400,0.0
u33,1365724800,1.0
u33,1365811200,0.0
u33,1365897600,2.0
u33,1365984000,0.0
u33,1366070400,0.0
u33,1366156800,3.5
u33,1366243200,0.0
u33,1366416000,1.0
u33,1367107200,3.0
u33,1367193600,3.0
u33,1367280000,4.0
u33,1367366400,4.0
u33,1367452800,3.0
u33,1367798400,4.0
u33,1367884800,4.0
u33,1367971200,4.0
u33,1368489600,4.0
u33,1368576000,4.0
u33,1368662400,4.0
u33,1368748800,4.0
u33,1368835200,4.0
u33,1368921600,4.0
u33,1369180800,4.0
u33,1369353600,2.0
u33,1369785600,3.0
u34,1364688000,0.0
u34,1364860800,2.0
u34,1364947200,0.0
u34,1365033600,2.0
u34,1365984000,2.0
u34,1367193600,2.0
u35,1364515200,1.0
u35,1364601600,1.0
u35,1364688000,0.0
u35,1364860800,2.0
u35,1364947200,2.0
u35,1365033600,0.0
u35,1365120000,0.5
u35,1365206400,1.0
u35,1365465600,0.0
u35,1365552000,2.0
u35,1365638400,1.0
u35,1365724800,2.0
u35,1365811200,2.0
u35,1365897600,0.0
u35,1365984000,2.0
u35,1366070400,2.0
u35,1366243200,2.5
u35,1366329600,0.0
u35,1366502400,2.5
u35,1366588800,4.0
u35,1367193600,2.0
u35,1367452800,2.0
u35,1367884800,1.0
u35,1367971200,2.0
u35,1368316800,4.0
u35,1368921600,2.0
u35,1369094400,2.0
u35,1369180800,2.0
u36,1364601600,2.0
u36,1364688000,2.0
u36,1364860800,2.0
u36,1364947200,2.0
u36,1365033600,2.0
u36,1365120000,3.0
u36,1365206400,3.0
u36,1365292800,4.0
u36,1365465600,2.0
u36,1365552000,2.0
u36,1365638400,3.0
u36,1365724800,3.0
u36,1365811200,3.0
u36,1365897600,2.0
u36,1365984000,3.0
u36,1366070400,3.0
u36,1366156800,3.0
u36,1366243200,2.0
u36,1366416000,2.0
u36,1367193600,2.0
u36,1367280000,2.0
u36,1367366400,2.0
u36,1367539200,2.0
u36,1367798400,2.0
u36,1367884800,2.0
u36,1367971200,2.0
u36,1368057600,2.0
u36,1368576000,2.0
u36,1368662400,2.0
u36,1368748800,2.0
u36,1368835200,2.0
u36,1368921600,2.0
u36,1369008000,2.0
u36,1369094400,0.0
u36,1369180800,0.0
u36,1369267200,2.0
u36,1369353600,2.0
u39,1364860800,2.0
u39,1365465600,2.0
u39,1365552000,2.0
u39,1365811200,2.0
u39,1366070400,2.0
u39,1366156800,2.0
u39,1366848000,2.0
u41,1364688000,3.0
u41,1364947200,3.0
u41,1365033600,3.0
u41,1365465600,2.0
u41,1365811200,3.0
u41,1365897600,4.0
u41,1366070400,2.0
u41,1366934400,2.0
u41,1367107200,3.0
u41,1367280000,4.0
u41,1367971200,4.0
u42,1364860800,1.0
u42,1364947200,0.5
u42,1365033600,1.0
u42,1365120000,0.0
u42,1365292800,3.0
u42,1365465600,0.0
u42,1365811200,0.0
u42,1365897600,2.0
u42,1366675200,2.0
u42,1366934400,0.0
u42,1367107200,2.0
u42,1367193600,2.0
u42,1367971200,2.0
u42,1368403200,2.0
u42,1368489600,0.0
u42,1368576000,1.0
u42,1368921600,0.0
u42,1369094400,0.0
u42,1369180800,0.0
u43,1364774400,3.0
u43,1364860800,2.0
u43,1364947200,2.5
u43,1365033600,2.0
u43,1365120000,2.0
u43,1365206400,0.0
u43,1365292800,1.5
u43,1365379200,2.0
u43,1365465600,2.0
u43,1365552000,2.0
u43,1365638400,2.0
u43,1365724800,3.5
u43,1365811200,2.0
u43,1365897600,3.0
u43,1365984000,4.0
u43,1366070400,4.0
u43,1366156800,4.0
u43,1366243200,4.0
u43,1366502400,3.5
u43,1366675200,4.0
u43,1366848000,4.0
u43,1366934400,0.0
u43,1367107200,4.0
u43,1367193600,3.0
u43,1367280000,4.0
u43,1367366400,4.0
u43,1367452800,2.0
u43,1367539200,2.0
u43,1367884800,2.0
u43,1367971200,2.0
u43,1368057600,2.0
u43,1368576000,2.0
u43,1369008000,2.0
u43,1369094400,2.0
u43,1369353600,2.0
u44,1364860800,0.0
u44,1364947200,0.0
u44,1365033600,1.0
u44,1365120000,0.0
u44,1365206400,1.0
u44,1365292800,2.0
u44,1365379200,2.0
u44,1365465600,2.0
u44,1365552000,2.5
u44,1365638400,2.0
u44,1365724800,2.0
u44,1365811200,2.0
u44,1365984000,2.0
u44,1366070400,1.0
u44,1366243200,2.0
u44,1366416000,2.0
u44,1366502400,2.0
u44,1366588800,3.0
u44,1366675200,1.0
u44,1366761600,2.0
u44,1366848000,2.0
u44,1366934400,2.0
u44,1367020800,2.0
u44,1367193600,4.0
u44,1367280000,3.0
u44,1367366400,2.0
u44,1367452800,2.0
u44,1367539200,2.0
u44,1367625600,2.0
u44,1367712000,2.0
u44,1367798400,1.0
u44,1367884800,2.0
u44,1367971200,3.0
u44,1368057600,2.0
u44,1368316800,1.0
u44,1368403200,2.0
u44,1368489600,3.0
u44,1368576000,0.0
u44,1368662400,0.0
u44,1368748800,0.0
u44,1368835200,2.0
u44,1368921600,2.0
u44,1369008000,2.0
u44,1369094400,2.0
u44,1369180800,2.0
u44,1369267200,2.0
u44,1369353600,2.0
u44,1369612800,3.0
u44,1369958400,1.0
u45,1364860800,1.5
u45,1364947200,0.0
u45,1365120000,0.5
u45,1365206400,2.0
u45,1365379200,0.5
u45,1365465600,2.0
u45,1365724800,1.0
u45,1365811200,1.0
u45,1365897600,1.0
u45,1366070400,1.0
u45,1366243200,1.0
u45,1367193600,0.0
u45,1367712000,2.0
u45,1367798400,2.0
u45,1367884800,2.0
u45,1367971200,1.0
u45,1368748800,3.0
u45,1369008000,3.0
u45,1369440000,2.0
u46,1364688000,2.5
u46,1364774400,1.5
u46,1364860800,1.5
u46,1364947200,1.0
u46,1365033600,1.5
u46,1365120000,4.0
u46,1365206400,2.0
u46,1365292800,4.0
u46,1365379200,0.0
u46,1365465600,0.0
u46,1365638400,4.0
u46,1365724800,2.0
u46,1365811200,4.0
u46,1365984000,4.0
u46,1366156800,4.0
u46,1366934400,4.0
u46,1367107200,4.0
u46,1367193600,4.0
u46,1367280000,4.0
u46,1367452800,2.0
u46,1367798400,3.0
u46,1367884800,2.0
u46,1368057600,2.0
u47,1364515200,2.0
u47,1365120000,0.0
u47,1365724800,2.0
u47,1365811200,3.0
u47,1366156800,2.0
u47,1366243200,1.0
u47,1367193600,3.0
u47,1367280000,3.0
u47,1367539200,2.0
u47,1369008000,2.0
u47,1369267200,0.0
u47,1369353600,2.0
u49,1364515200,4.0
u49,1364601600,4.0
u49,1364688000,2.0
u49,1364774400,0.0
u49,1364860800,1.0
u49,1364947200,3.5
u49,1365033600,1.5
u49,1365120000,0.0
u49,1365206400,1.5
u49,1365292800,0.5
u49,1365379200,3.0
u49,1365465600,1.0
u49,1365552000,1.0
u49,1365638400,1.0
u49,1365724800,2.0
u49,1365811200,0.0
u49,1365897600,0.0
u49,1365984000,0.0
u49,1366070400,2.0
u49,1366156800,0.0
u49,1366243200,2.0
u49,1366416000,2.0
u49,1366675200,1.0
u49,1366934400,3.0
u49,1367193600,0.5
u49,1367280000,1.0
u49,1367366400,0.0
u49,1367452800,2.0
u49,1367625600,4.0
u49,1367798400,0.0
u49,1367884800,2.5
u49,1367971200,0.0
u49,1368144000,1.0
u49,1368403200,2.0
u49,1368489600,3.0
u49,1368662400,1.0
u49,1368748800,1.0
u49,1368835200,2.0
u49,1368921600,1.0
u49,1369008000,2.0
u49,1369267200,0.5
u49,1369353600,0.0
u49,1369526400,2.0
u49,1369872000,1.0
u49,1369958400,3.0
u50,1364947200,3.0
u50,1365638400,3.0
u50,1365897600,3.0
u50,1365984000,3.0
u51,1364601600,2.0
u51,1364860800,3.0
u51,1364947200,3.0
u51,1365033600,2.0
u51,1365120000,2.0
u51,1365206400,0.0
u51,1365292800,2.0
u51,1365465600,2.0
u51,1365552000,2.0
u51,1365811200,2.0
u51,1365897600,2.0
u51,1365984000,3.0
u51,1366070400,3.0
u51,1366156800,2.0
u51,1366243200,2.5
u51,1366416000,2.0
u51,1366675200,2.0
u51,1366848000,2.0
u51,1366934400,2.0
u51,1367280000,4.0
u51,1367452800,4.0
u51,1367539200,3.0
u51,1367971200,2.0
u51,1368489600,2.0
u51,1368576000,2.0
u51,1368662400,3.0
u51,1368748800,2.0
u51,1368921600,2.0
u51,1369008000,3.0
u51,1369094400,3.0
u51,1369180800,2.5
u51,1369267200,2.0
u51,1369353600,3.0
u52,1364428800,2.0
u52,1364601600,3.0
u52,1364688000,3.0
u52,1364860800,2.0
u52,1364947200,1.0
u52,1365033600,1.5
u52,1365120000,3.0
u52,1365206400,4.0
u52,1365379200,4.0
u52,1365465600,1.0
u52,1365552000,2.0
u52,1365638400,1.0
u52,1365724800,2.0
u52,1365811200,1.0
u52,1365897600,3.0
u52,1365984000,2.0
u52,1366070400,2.0
u52,1366156800,1.0
u52,1366243200,0.5
u52,1366675200,3.0
u52,1366934400,3.0
u52,1367107200,2.0
u52,1367193600,3.0
u52,1367280000,2.0
u52,1367366400,2.0
u52,1368576000,3.0
u52,1368662400,3.0
u52,1368748800,2.0
u52,1368921600,3.0
u52,1369094400,4.0
u52,1369180800,2.0
u52,1369440000,1.0
u53,1364342400,2.0
u53,1364428800,2.0
u53,1364515200,2.0
u53,1364601600,3.0
u53,1364774400,2.5
u53,1364860800,0.0
u53,1364947200,2.0
u53,1365033600,4.0
u53,1365120000,1.5
u53,1365465600,2.0
u53,1365811200,2.0
u53,1365897600,3.0
u53,1365984000,2.0
u53,1366070400,3.0
u53,1366329600,2.0
u53,1366502400,2.0
u53,1366675200,0.0
u53,1366848000,2.0
u53,1367193600,2.5
u53,1367280000,2.0
u53,1367366400,2.0
u53,1367452800,2.0
u53,1367884800,2.0
u53,1367971200,2.0
u53,1368057600,2.0
u53,1368576000,2.5
u53,1368662400,4.0
u53,1368748800,3.0
u53,1369008000,2.0
u53,1369180800,2.0
u54,1364428800,2.0
u54,1364601600,2.0
u54,1365033600,3.5
u54,1365120000,2.0
u54,1365206400,0.0
u54,1365465600,2.0
u54,1365552000,2.0
u54,1365638400,2.0
u54,1365724800,3.0
u54,1365811200,0.0
u54,1365984000,2.0
u54,1366070400,2.0
u54,1366156800,0.0
u54,1366675200,3.0
u54,1367193600,4.0
u54,1367452800,2.0
u54,1368057600,1.0
u56,1365292800,0.5
u56,1365379200,2.0
u56,1365465600,1.5
u56,1365552000,2.0
u56,1365724800,2.0
u56,1365984000,3.0
u56,1366070400,3.0
u56,1366156800,1.0
u56,1366416000,1.0
u56,1366502400,2.0
u56,1366934400,1.0
u56,1367452800,2.0
u56,1367625600,1.0
u56,1368921600,1.0
u56,1369699200,3.0
u56,1370304000,0.0
u57,1364342400,0.5
u57,1364428800,0.0
u57,1364515200,0.0
u57,1364688000,1.0
u57,1364860800,2.0
u57,1364947200,2.0
u57,1365033600,2.0
u57,1365120000,2.0
u57,1365206400,2.0
u57,1365292800,2.0
u57,1365379200,2.0
u57,1365465600,1.0
u57,1365552000,0.0
u57,1365638400,2.0
u57,1365724800,2.0
u57,1365811200,2.0
u57,1365897600,3.0
u57,1365984000,3.0
u57,1366070400,2.5
u57,1366156800,3.5
u57,1366243200,2.0
u57,1366416000,3.0
u57,1366502400,3.0
u57,1366675200,4.0
u57,1366761600,4.0
u57,1366848000,4.0
u57,1366934400,4.0
u57,1367107200,4.0
u57,1367193600,4.0
u57,1367280000,3.0
u57,1367366400,3.0
u57,1367452800,4.0
u57,1367539200,3.0
u57,1367798400,4.0
u57,1367884800,2.0
u57,1367971200,2.0
u57,1368057600,0.0
u57,1368489600,2.0
u57,1368576000,2.0
u57,1368662400,2.0
u57,1368748800,2.0
u57,1368921600,2.5
u57,1369008000,2.0
u57,1369094400,2.0
u57,1369267200,2.0
u57,1370217600,1.0
u58,1364342400,2.0
u58,1364428800,2.0
u58,1364515200,2.0
u58,1364601600,0.0
u58,1364688000,2.0
u58,1364860800,2.0
u58,1364947200,2.5
u58,1365033600,3.0
u58,1365120000,2.0
u58,1365292800,2.0
